row ID	row m/z	row retention time	Compound	C1-12H	C2-12H	C3-12H	C4-12H	C1-24H	C2-24H	C3-24H	C4-24H	C1-36H	C2-36H	C3-36H	C4-36H	C1-48H	C2-48H	C3-48H	C4-48H	C1-60H	C2-60H	C3-60H	C4-60H	C1-72H	C2-72H	C3-72H	C4-72H	M1-12H	M2-12H	M3-12H	M4-12H	M1-24H	M2-24H	M3-24H	M4-24H	M1-36H	M2-36H	M3-36H	M4-36H	M1-48H	M2-48H	M3-48H	M4-48H	M1-60H	M2-60H	M3-60H	M4-60H	M1-72H	M2-72H	M3-72H	M4-72H
496	308.2212728	3.9230032	(1-(3-Oxo-2-aza-spiro(4.5)dec-2-ylmethyl)-cyclohexyl)-acetic acid	0	0	0	0	0	0	0	0	13722.392	15221.155	18204.025	10925.822	28617.076	36573.51	34670.062	18095.857	15495.479	37884.07	13871.377	35179.48	50660.414	4731.741	106594.445	87519.12	0	0	0	0	0	0	0	0	0	0	0	0	1860.1748	3716.515	6770.478	0	4459.6836	8165.107	11847.663	5666.047	9583.653	8991.471	14442.265	17953.883
501	123.0915456	3.9330878	Trimethyl-pyrazine	0	0	0	0	0	0	0	0	0	0	0	0	0	21784.656	19091.076	7352.4727	0	0	43918.266	23340.107	0	0	6537.165	25434.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
508	288.2161229	3.9660904	 O-octanoylcarnitine	0	0	0	0	5398.3833	0	7208.1587	0	61303.297	40794.605	80420.164	95946.58	169130.98	116150.75	104002.34	116795.47	56348.918	332492.84	92662.39	254600.5	238619.81	228479.78	430298.72	185680.52	0	0	0	0	0	0	0	0	23223.389	41742.652	58018.16	26484.51	97693.15	184115.69	321064.56	207205.36	442845.22	341496.2	502534.25	574780.94	362803.7	515152.88	297375.56	384412.22
524	255.0644858	3.9857762	Daidzein	2024655.2	3226491	3096292	3116322.5	3893560.5	3298812.8	4266074.5	2276786.8	1984101	1831793.5	2361236.8	2965413.2	4338629.5	3538161	4239289.5	2488437.5	1592792.8	3584850.2	5539948.5	6870288.5	4591025	5090189	6635384	6266086	2837991.8	1045129.7	3626441.8	2670319.2	3538528.8	2720323.8	3325669.5	2920251.8	3468223	4092662.8	4922270	3250778	4627176	4647256	5436392.5	3320444	6309862	3705252.8	5020216	4582180	5154742.5	4905946	3735569.2	5533557.5
526	561.1144981	4.005455	N-(5-{[1,3-dioxo-2-(4-pyridylcarbonylamino)benzo[c]azolidin-5-yl]carbonyl}-1,3-dioxobenzo[c]azolin-2-yl)-4-pyridylcarboxamide	12585.738	19084.979	16632.703	18870.836	22244.74	19804.94	25452.734	9753.308	13251.508	8834.977	18413.775	20216.037	26712.963	25543.021	34022.24	16284.096	12515.972	30359.602	42222.004	36718.508	32066.824	27735.533	50905.844	42612.094	27089.572	5964.092	36778.207	28731.64	33112.87	25316.69	28538.02	25928.941	28333.684	34332.36	40492.355	23082.193	40655.12	36551.203	46380.484	26528.621	45877.156	32447.197	49727.168	38898.23	39408.957	37153.406	39660.17	43267.598
527	151.1226198	3.998478	2,3-dimethyl-5-isopropylpyrazine	0	0	0	0	0	0	0	0	0	35483.73	0	0	25375.568	77295.76	50427.406	8619.442	59275.152	2816.3735	26574.434	40157.758	11549.214	1751.5167	55490.72	268708.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
531	219.1737589	4.0009947	alfa-Cyperone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8517.246	0	28420.322	19102.996	14792.818	30119.355	47977.055	117458.805	16281.106	0	0	0	0	0	0	0	0	0	0	0	0	0	3857.0525	7545.456	6485.5654	19873.695	17655.111	15711.119	22583.094	18219.668	24055.084	20419.05	29948.139
541	285.0749264	4.0098395	Glycetein	104074.47	165627.8	161969.25	159032.75	182510.45	161993.14	211332.16	102277.805	120183.85	79989.6	143643.86	175530.39	220207.23	218821.92	280013.22	137469.7	130425.19	241158.39	360875.25	418967.1	274793.9	216058.83	397930.16	425363.2	246896.52	86917.016	325214.94	230459.81	279482.1	227088.28	243686.84	219395.45	249896.33	286177.3	335196.5	209653.62	314196.12	320679.94	361826.66	198730.52	429855.6	302840.06	408970.53	326407.72	354800.38	315721.56	320075.06	403142.2
561	137.1070403	4.031411	5-Ethyl-2,3-dimethylpyrazine	0	0	0	0	0	0	0	0	0	23913.156	0	0	16817.203	87031.875	67448.914	22619.69	28548.15	9835.374	167102.14	101082.38	10006.97	0	50030.668	140136.8	0	0	0	0	0	0	0	0	0	0	0	0	4157.3564	2027.9546	5834.0073	0	13617.46	1911.0164	4800.304	4273.3115	4198.0005	1911.6931	1853.3713	4435.1826
562	169.0490516	4.024145	Maltol acetate	0	4551.6597	0	0	5435.965	0	0	0	0	0	0	0	8235.773	0	5064.093	0	0	0	14812.104	50369.008	4252.673	0	5733.59	21262.436	0	0	3979.504	0	0	0	0	0	0	0	0	0	0	4236.968	0	0	5077.1763	0	0	0	8605.756	5266.219	0	3924.4875
578	314.268149	4.1114783	9-(nonanoylamino)nonanoic Acid	0	0	0	0	0	0	0	0	25483.057	75365.76	46408.18	19273.758	204554.81	221987.61	196061.77	103870.664	113274.95	150373.39	383717.28	247448.1	153684.1	195736.52	1043869.3	804762.1	0	0	0	0	0	0	0	0	11814.511	10586.624	20124.312	4627.4854	34096.52	35686.316	49234.46	27378.299	129958.02	75727.43	136127.05	133898.69	154337.8	141364.6	155257.95	182716.98
596	271.0592611	4.1547165	Genistein	2255826	3658276.8	3422369.5	3258297.8	3662126.8	2934387	4056586.2	2165306.8	2567025.2	1787668.6	2923204.8	3454374.5	3952962	3644375.2	4554559	2505543.2	2213789	4049711.2	5065709	6577600	4208941	4065984.2	5711647	6442136.5	3474819	1698136.9	4390524	3247964.2	3378620.2	2704205.2	3158943.2	2813379.2	3529352.5	4356566	4935832.5	3081978.8	4667910.5	4886123.5	5200169.5	2907470	5644200	4141631.5	5865088.5	4565623.5	4415615.5	4312406	4183118	4970221
603	409.0320093	4.157011	N-(3-hydroxy-4-methoxyphenyl)-3-nitro-4-(trifluoromethoxy)benzenesulfonamide	15806.61	23055.785	17757.91	17799.467	22727.012	19746.766	21443.748	14457.085	17608.242	11001.117	15480.603	20934.77	22287.098	17544.111	22717.986	14610.003	13019.861	19581.197	21287.266	27659.05	22995.941	23013.48	26499.684	28709.15	21126.566	11814.153	24770.105	23164.48	21550.863	14444.047	19130.6	15379.875	23391.115	26857.742	30435.854	16629.879	25895.154	25228.354	28017.775	18978.52	25086.1	21759.232	30928.666	23089.709	22307.252	23932.766	23762.793	23083.488
617	320.1824048	4.165459	2-[[2-[(2-amino-3-methylpentanoyl)amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoic acid	0	0	0	0	2072.4785	0	0	0	8355.162	5528.533	13109.213	11032.284	19269.217	18404.137	18488.387	31265.016	6088.959	110875.92	69349.45	47269.555	117650.734	263464.34	169858.66	54510.77	0	0	0	0	0	0	0	0	16121.008	11414.761	27901.816	9381.787	26710.51	44835.105	62415.934	41438.17	102079.266	73006.055	88820.75	90303.555	73017.766	96396.09	82655.56	135292.78
622	301.0697449	4.1870956	Pratensein	0	1905.623	0	0	0	0	0	0	0	0	0	1861.1494	4199.745	4439.8237	5019.502	1857.584	0	9909.45	14561.315	15757.058	10846.672	9973.128	19748.25	18507.018	0	0	4475.308	1906.5685	0	0	0	0	1973.5964	2116.6802	4510.483	0	4397.4497	5424.017	7661.0547	0	13760.698	8094.2383	9281.079	8439.512	8989.469	8828.74	10003.881	15206.591
625	195.1375823	4.2248373	Sedanolide	1904.0869	7077.9917	4984.13	7395.2744	2566.0125	4533.293	4606.2217	0	7218.6353	7681.381	8795.341	8120.0186	12244.131	10888.165	11534.354	4441.0254	4214.658	13287.741	15436.276	20733.486	16140.719	0	18535.15	22496.373	4341.9863	0	5055.439	4419.8613	9521.917	7586.9966	4544.999	6897.596	0	0	4493.573	0	0	4182.072	6355.086	0	0	2573.4382	6717.1577	1986.404	2042.5088	1877.773	4413.5425	7587.4023
628	959.5195042	4.277823	Soyasaponin V	7806.999	21339.23	11811.652	7411.9644	25720.314	8758.182	11669.81	5694.404	8453.566	8067.203	8714.212	9114.761	15423.159	26207.508	23746.592	24618.822	11923.186	16463.133	31843.19	42226.38	18830.342	20839.46	34368.074	38283.273	0	0	14225.482	0	7765.8384	2174.1968	8707.854	0	14568.316	11732.373	19115.953	14342.142	12146.275	14423.693	11935.317	9030.396	16015.551	7741.76	15787.518	13430.465	9371.992	9423.685	9101.842	19216.973
629	344.2113475	4.283147	N-[bis(4-dimethylaminophenyl)methylene]aniline	0	0	0	0	0	0	0	0	0	0	21587.658	0	0	0	7721.3164	0	0	336213.03	0	0	0	0	0	0	0	0	0	9472.4	0	0	0	0	0	0	0	0	0	0	0	0	0	14380.9375	0	0	0	0	0	0
630	275.1999285	4.288375	(8R,9S,10R,13S,14S,17S)-17-hydroxy-13-methyl-2,4,7,8,9,10,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-one	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1861.0573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1917.5166	0	0	0	0	1880.1709	0	0	0	0
642	943.5244327	4.3330874	Soyasaponin I	80684.055	161429.55	126452.805	112791.34	207826.14	123298.805	131528.27	74440.37	118665.56	128080.17	139397.75	158589.69	251443.98	314891.1	360762.66	272803.84	160644.36	272775.75	562683.94	565488.4	277941.56	249732.44	523440.8	546147	46557.184	12272.104	110928.586	50508.72	82095.9	53585.9	92081.19	39593.832	136109.47	143000.66	196240.45	114734.586	164761.75	177822.66	195511.47	117130.49	216614.75	154617.88	197836.45	194556.72	182238.3	180163.47	154360.05	236674.73
651	353.2290097	4.3851295	(2S)-N-[(2S)-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-1-[(2R)-pyrrolidine-2-carbonyl]pyrrolidine-2-carboxamide	0	0	0	0	0	0	0	0	0	0	0	0	0	6304.6455	13260.772	0	0	0	59174.957	24565.275	0	0	17376.908	54863.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
666	559.1350271	4.4021273	[(2S,3S,5R)-3-azido-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methyl (4-nitrophenyl)methyl phenyl phosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
670	269.0801224	4.40367	Biochanin B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2060.6409	0	5363.8213	0	1895.4109	4092.9644	0	0	0	0	0	0	0	0	0	0	2160.3618	0	0	0	2062.0034	2107.4263	0	0	0	0
672	297.0394682	4.401574	N-[(3R)-7-bromo-1-methyl-2-oxo-3,4-dihydro-1,5-naphthyridin-3-yl]-methylboronamidic acid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
674	430.0761635	4.401574	Oxamic acid derivative, 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
680	913.514136	4.425457	Soyasaponin II	11879.634	22508.225	19804.316	21093.777	28324.459	21365.559	21397.342	15075.515	25163.89	29977.715	31750.361	32797.676	57022.62	63920.19	79303.85	50228.895	34024.38	75437.16	120023.37	113718.664	67578.91	50436.97	122188.29	109597.34	10825.698	0	19262.17	10668.8	12634.453	9907.326	13499.179	7614.813	25208.373	27268.107	38525.4	19690.81	31158.543	37723.047	47725.914	26803.682	48753.086	34525.688	45078.453	41340.82	42990.168	38705.77	34452.79	43622.777
682	935.4958827	4.424674	Somatotropin (6-13)	2300.3164	7684.0156	5299.3413	7735.9717	8894.274	5030.875	5415.461	1867.0377	8696.088	9328.688	10754.176	11784.028	18950.486	22522.809	23225.094	17860.107	10942.33	24958.398	38779.293	39017.414	23450.85	16169.519	39638.973	36204.34	0	0	4869.5005	0	1952.6477	0	2132.2593	0	7449.403	8425.731	14102.28	4805.648	9591.2705	13265.698	14655.796	8718.462	17177.074	11468.366	13599.904	12061.849	14244.168	13526.3	10101.96	17180.629
683	441.3719391	4.4260116	Oleanolic aldehyde	12694.525	23007.055	21507.396	20035.377	29478.633	20706.602	21590.207	14239.154	29064.322	30447.74	37001.543	39374.336	72711.71	71359.13	100921.586	62850.402	35071.83	89735.43	156506.02	149093.45	85103.664	60781.77	151917.7	141481.48	10085.611	0	18163.834	9675.124	12327.556	9548.055	11504.884	7425.55	25537.775	28178.324	37607.184	19562.94	32541.434	37620.92	58975.137	26135.414	60741.062	36520.26	57878.71	50244.75	42599.027	38022.04	34594.785	59667.31
684	599.3932792	4.424752	[(2R,4aR,6aR,6aS,6bR,8aR,9S,10S,12aR,14bS)-10-acetyloxy-9-(acetyloxymethyl)-2,4a,6a,6b,9,12a-hexamethyl-4-oxo-3,5,6,6a,7,8,8a,10,11,12,13,14b-dodecahydro-1H-picen-2-yl]methyl acetate	0	4374.5063	4771.7236	4556.072	8537.255	4488.2046	4531.35	0	7542.968	8439.418	9941.6455	10298.497	18762.305	22573.8	26422.535	16297.312	9430.011	23614.586	50766.344	47598.727	21999.146	15567.392	42898.562	36994.098	0	0	1979.5864	0	0	0	1861.0256	0	6864.882	8149.905	12893.815	4614.7397	8590.692	11838.611	13058.807	5451.4585	16419.182	10534.344	14138.285	13137.664	13987.67	12691.607	11393.772	15110.52
687	233.1100899	4.435084	1-cyclohexylbenzimidazole-2-thiol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693	797.4667923	4.4563107	Soyasaponin III	12315.943	23745.137	25131.31	21621.258	35112.58	24231.31	23542.498	15093.107	27398.648	31185.764	33305.87	34982	57224.266	65661.61	76444.65	52992.188	35514.035	64605.12	107835.86	113467.74	67097.234	54449.84	117831.016	110933.35	9747.588	0	21587.63	11040.567	16421.215	8462.585	13443.467	9411.66	28483.361	30006.504	43842.406	21871.236	34384.758	39193.938	47961.895	25910.316	47492.73	40858.027	50975.062	44364.645	37942.168	38993.566	33178.348	49898.47
694	362.3256318	4.4620457	2,2'-[(Dodecylimino)bis(ethyleneoxy)]diethan	4519.6055	4741.075	5460.87	2364.0688	7368.9277	9052.998	5847.113	2679.541	6837.7876	3985.8784	2189.4048	8864.974	4885.408	8374.938	7888.05	4915.6396	3950.904	9959.074	8218.795	5871.146	9736.367	5932.1567	14553.752	5353.1274	0	0	0	0	0	0	0	0	4933.042	2564.0464	6573.0234	0	0	1883.5281	5385.7827	0	4299.9272	2419.4106	5565.1455	4725.968	2276.732	1872.2424	0	4561.4814
695	358.2269628	4.4658785	4-[N-benzyl-C-[4-(dimethylamino)phenyl]carbonimidoyl]-N,N-dimethylaniline	0	0	0	0	0	12211.396	0	0	0	0	81281.22	4326.7764	0	0	32923.875	0	0	1116891.2	9086.262	0	5258.512	9615.08	1925.2324	0	0	0	6762.1934	43597.637	2154.1836	11090.522	0	0	0	0	0	0	0	0	0	4074.6572	0	51859.84	0	0	0	0	0	0
702	767.4564054	4.51844	Soyasaponin IV	0	4024.1719	1970.573	1898.639	4586.052	0	2194.1924	0	4904.8013	5427.5186	7666.347	5549.249	14334.146	14737.283	16542.953	11918.182	6179.2827	17284.084	25037.486	25437.39	18132.05	11891.738	26490.691	26570.115	0	0	1855.6836	0	0	0	0	0	4642.684	2671.1895	6544.007	2026.1613	5256.3306	6491.8096	10522.1875	4511.312	12616.443	8283.32	10374.471	9470.477	8581.439	7210.484	5724.664	10344.573
705	410.4097355	4.543459	N-[3-[3-aminopropyl(methyl)amino]propyl]octadec-9-enamide	0	0	0	0	0	0	0	0	30531.06	100804.74	74678.56	59052.168	80528.45	0	0	0	0	140734.17	0	0	142281.97	0	26408.777	10867.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4268.617	0	7545.315
713	367.2470777	4.6005	methyl 7-[(1R,2S,3R)-3-hydroxy-2-[(3S)-3-hydroxyoct-1-ynyl]-5-oxocyclopentyl]heptanoate	0	0	0	0	0	0	0	0	0	0	0	0	0	21057.314	35726.69	3897.2012	0	0	0	18869.494	0	0	0	14612.249	0	0	0	0	0	0	0	0	4658.249	0	7227.1606	0	0	0	2455.1333	0	4780.493	0	3949.04	0	0	0	0	0
716	241.1078622	4.621773	2-(4-Methoxyphenyl)-2H-1,2,3-benzotriazol-5-ylamine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83902.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720	372.242607	4.6996484	Pyoctanin	0	0	0	0	0	15961.605	0	0	0	0	107926.39	6890.0664	0	0	44078.734	1995.3938	0	1414460.4	11848.329	0	8369.598	12713.24	2129.2031	0	1914.1055	3932.8745	10929.671	57552.766	5357.958	15233.486	0	2134.7188	0	0	0	0	0	0	0	5459.0723	0	71211.625	0	0	0	0	0	0
725	283.0956805	4.713101	7-O-Ethyldaidzein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734	259.1534275	4.7346253	Dibutyl 3-oxopentanedioate	0	0	0	0	0	0	0	0	0	2150.3853	3885.4902	0	17027.098	18562.941	19279.635	17834.283	11427.96	51829.97	38544.344	36716.266	48682.81	55881.62	110380.99	47852.496	0	0	0	0	0	0	0	0	0	0	0	0	4366.698	9566.564	10110.828	8479.363	23846.078	17078.342	30749.79	28776.035	25659.287	27002.268	37945.676	33181.082
735	305.158692	4.7363605	5-butoxy-3-butoxycarbonyl-3-hydroxy-5-oxopentanoic acid	0	0	0	0	0	0	0	0	13017.932	25641.426	25408.754	17561.443	68363.125	81194.58	96947.695	79115.75	52366.44	198339.8	172880.6	152933.72	188114.31	217808.02	408804.12	184496.3	0	0	0	0	0	0	0	0	11109.176	9305.629	15499.251	4650.466	23171.893	37805.85	42835.633	35682.477	88630.336	67872.49	117101.15	96313.58	98162.09	100414.27	135485.9	119966.88
746	439.3563922	4.7562714	Betulonaldehyde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
766	288.0826119	4.7873755	2-(2,4-Dinitroanilino)-2-(hydroxymethyl)propane-1,3-diol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
783	316.2838296	4.7923784	Dehydrophytosphingosine	24442.473	34883.33	35388.367	29711.227	31440.14	23600.473	24625.783	14949.268	14986.948	90072.65	27055.012	22592.18	95599.695	234912.12	278137	158817.6	82522.01	106953.31	424406.4	357291.66	81035.9	52356.766	290602.25	248435.78	21192.11	4269.4272	29522.832	25839.557	20698.383	12888.855	15660.666	14394.556	20300.64	22414.729	28446.145	14091.891	23444.127	25069.883	34149.27	17473.014	38496.062	33143.496	44603.42	35084.383	26918.385	35062.875	34967.3	46581.105
795	275.1999525	4.8885007	Octadeca-8,10,12,14,16-pentaenoic acid	0	0	0	0	35338.79	25473.357	23783.494	15161.532	7637.3096	7858.4775	10467.01	4541.0977	12133.689	44127.395	57061.324	25436.04	16527.297	2638.125	136979.2	55708.336	5276.913	42903.875	52046.348	71919.89	0	0	0	0	13231.582	8016.9307	4829.629	5794.9277	51070.066	34655.86	60095.086	21875.436	36087.055	35824.453	48721.1	23516.113	61777.684	31625.17	56489.86	39077.504	32478.91	28804.074	35737.78	34725.715
798	313.236544	4.9125543	alpha-12,13-DiHODE	0	7773.2466	7304.707	7599.9775	7521.705	7407.5303	6766.147	0	4075.726	15219.871	10417.807	6041.422	19491.26	21554.203	40183.36	16687.498	12233.997	7370.3755	104216.88	72803.086	3834.1301	0	12152.014	22470.824	3881.2734	0	4329.487	4430.153	1845.9033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
823	209.0592184	5.017688	Anthraquinone	8303.418	9662.014	8227.622	5386.411	2030.229	5694.5957	11133.755	2896.9282	2662.4124	4178.0576	7064.733	13899.236	7335.4424	4943.61	5524.5737	5247.1216	5165.459	8570.946	10785.075	10482.235	11711.011	1952.727	18333.049	8215.642	30021.299	29625.318	20262.182	56486.363	2933.546	7342.0195	0	8648.8	0	2292.88	5335.772	2356.2417	1856.4255	2284.5688	2226.2769	0	6412.4897	5329.012	5538.725	5447.332	4254.7905	6977.2363	2562.572	6053.149
827	453.3467619	5.047927	N-(1-hydroxy-3-phenylpropan-2-yl)-15-pyridin-1-ium-1-N-(1-hydroxy-3-phenylpropan-2-yl)-15-pyridin-1-ium-1-ylpentadecanamide	0	0	0	0	0	0	0	0	3912.6511	21797.488	9173.456	2116.5356	27219.984	32410.387	35396.723	33160.727	18812.23	53019.418	88811.65	57194.406	50332.523	20453.027	163669.11	69686.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1997.7637	0	9039.887	4457.5396	5306.794	6519.604	8853.717	8136.2456	6161.98	9788.936
828	363.3361568	5.049571	N-[2-[[(Z)-heptadec-12-en-10-ynyl]-methylamino]ethyl]-N-methylacetamide	0	0	0	0	0	0	0	0	4392.785	12540.021	5161.2935	5349.3203	37650.55	22685.854	34048.37	4981.845	82932.76	24433.4	44624.652	54084.367	68134.52	0	35102.617	174453.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829	346.330739	5.050498	16-[bis(2-hydroxyethyl)amino]hexadecan-1-ol	6702.142	7281.8086	5457.333	4311.9517	5755.201	9809.644	6032.8193	5422.9624	5838.8276	1884.0371	2276.901	10034.783	2689.662	7953.038	8323.217	2990.1277	4753.333	8694.977	6301.2847	4947.342	10128.923	7782.786	12691.107	7966.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830	297.1112254	5.050901	7-Ethoxy-4′-methoxyisoflavone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
831	319.0931017	5.050901	1,3-Bis(4-nitrophenoxy)propane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
833	318.2994798	5.067981	 Phytosphingosine	5729.287	9419.477	13224.816	5747.695	9806.934	7456.1587	8535.147	4008.27	3890.2566	24572.168	7656.919	7400.891	31984.828	97434.35	114582.41	59908.04	31652.998	46568.32	317737.75	172616.78	61828.523	94744.95	198236.95	155697.52	5916.511	0	9239.393	28226.965	5190.1587	10341.873	5016.2754	12815.56	12801.401	5176.1987	9512.219	2725.3442	8585.228	8259.085	13460.437	7109.4233	21139.225	18859.234	24742.781	24284.285	30845.646	36846.434	30943.457	45245.62
840	295.2260471	5.130492	9-hydroxy-10E,12Z,15Z-octadecatrienoic acid	0	0	0	0	1965.1843	0	0	0	2101.7544	8630.95	14946.492	5295.658	17216.805	20999.676	23599.324	12568.212	10189.1455	15585.143	53830.355	27562.766	16724.457	18341.668	95490.89	41894.863	0	0	0	0	0	0	0	0	13720.465	10960.605	18080.24	0	9355.332	13977.316	20794.588	8528.542	23507.502	17114.107	29645.299	19238.094	16588.809	16880.494	21622.625	18769.21
843	409.3417277	5.161207	6-amino-2-[[(9Z,12Z)-octadeca-9,12-dienoyl]amino]hexanoic Acid	0	0	0	0	0	0	0	0	4043.8027	17891.674	8769.257	4860.23	42574.027	111305.43	235185.98	37472.945	34728.38	20289.176	1679012.2	544060.6	81332.96	13160.1045	89229.74	403796.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4636.5664	8443.596	9763.166	4818.801	20548.816	19238.217	9967.615	26378.137
853	299.0905571	5.239364	Aformosin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	415.2107311	5.2449493	8-(4-methoxybenzoyl)oxyoctyl 4-methoxybenzoate	47912.895	22273.137	46658.438	187876.95	19776.291	281034.4	177631.97	213202.75	273169.97	251221.95	26247.781	32144.703	32948.387	22056.06	224792.69	19546.217	202014.17	24345.398	182043.98	22196.13	193768.5	38211.973	28348.803	21646.154	30254.238	53447.258	251834.98	350711.9	263124.66	21603.09	252704.8	21473.053	32954.64	24460.51	37668.004	194925.83	25104.785	58948.695	38148.76	243893.12	270202.4	30328.957	50800.57	28065.117	143897.25	203047.12	300395.38	27764.215
866	302.3045958	5.30778	Sphinganine	0	0	0	0	0	0	0	0	0	0	0	0	2398.9873	2483.832	2037.7874	4386.8135	0	17482.932	10842.09	9306.135	21768.283	21719.719	41491.355	12657.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7284.0654	4705.6084	6095.2534	6151.2607	5492.606	9512.024	8212.156	15272.401
867	363.0523378	5.3120055	3-(3-methoxyphenoxy)-4-oxochromen-7-yl methylsulfonate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
873	315.2522552	5.394782	Isoleukotoxin	0	3843.8389	0	2231.6501	5149.1367	4777.485	4674.126	0	0	9732.82	4984.3984	4336.8843	14373.286	19045.385	26082.234	9182.041	8911.1875	4230.295	86020.91	54925.64	1793.6909	0	10505.128	21201.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2221.176	0	0	0	0	0
874	351.3360859	5.387605	9,12-Octadecadienamide, N-[2-(dimethylamino)ethyl]-, (9Z,12Z)-	0	0	0	0	19242.828	9873.739	14460.474	8900.73	719343.56	1325098.2	1151634	805335.1	4115697	2095391	1813273.9	1056876.5	3260562.5	4846685	1563449.9	3174907	4534130	162764.61	4310306.5	5482983	0	0	0	0	19126.764	13712.047	22387.027	6566.1914	73259.78	132733.19	190693.16	91263.46	217951.88	208528.61	266196.9	107732.72	387574.7	570200.2	734364.8	545200.56	856740.75	809391.9	357283.1	867986.75
888	394.3055607	5.487262	N-palmitoyl histidine	0	0	0	0	0	0	0	0	0	10975.512	1944.0408	0	24597.592	50822.594	68999.85	24158.695	18096.99	21273.336	679219.5	179251.03	29951.55	2009.2341	56200.863	151553.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4208.6777	7699.047	6047.3066	4941.8604	19453.916	15979.338	5607.2656	21905.361
889	385.341584	5.4889975	N-palmitoyl lysine	0	0	0	0	0	0	0	0	0	0	0	0	8320.092	20526.379	36509.652	4717.092	5499.4727	0	293733.88	94644.62	14162.839	0	19764.74	83082.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3907.3872	2047.043	0	4391.816
