	Metabolite	r_Pearson	p_Pearson	r_Spearman	p_Spearman	p_Pearson_adj	p_Spearman_adj
195	Alpha-Linolenoyl ethanolamide	0.22946157508161996	0.17823025528126601	0.4582094451357122	0.004948899250239094	0.3497625453549038	0.010146625837082389
307	N-Stearoylglycine	0.2481836001684953	0.1444288506610243	0.4484745015897201	0.006082926647476559	0.33188936513527006	0.012373735218219838
296	n-Oleoyl serinol	0.24236291893909184	0.15439093150637762	0.44832009098390296	0.006102577859667005	0.33188936513527006	0.012373735218219838
177	n-Stearoyl histidine	0.24592694839725784	0.14823367799373868	0.44617104457605566	0.00638179723752328	0.33188936513527006	0.012868788935005735
306	(2R)-3-methyl-2-[[(Z)-octadec-9-enoyl]amino]butanoic acid	0.24869650491838816	0.1435741291228546	0.4451578967255083	0.006517193850905452	0.33188936513527006	0.013070000782963394
202	N-(9Z,12Z,15Z)-octadecatrienoylglycinate	0.23777644228836095	0.16258490201736311	0.4437647343618234	0.006707398381639733	0.34096376594498434	0.013306028140874497
200	Lysolecithin	0.5274086668088929	0.0009487447916132929	0.44388210869255734	0.006691191916898798	0.01934385214011547	0.013306028140874497
235	n-palmitoylserine	0.24452483829767319	0.1506342350912561	0.44132263283624723	0.007052315271449448	0.33188936513527006	0.013915052175386813
17	Adenine	-0.024635370708268753	0.8865925524325434	0.4326528838681748	0.008402380293311367	0.9236460149662911	0.016490232982060277
369	Docosanoyl Ethanolamide	0.24218543480369312	0.15470233173508624	0.43068204761766593	0.008738325298299203	0.33188936513527006	0.01705832651316919
189	13-Octadecen-2-one, 1,1,1-trifluoro-, (13Z)-	0.2537916201697841	0.1352837578734967	0.42703422231958826	0.009390411146165172	0.3205682956389309	0.018234290426680518
186	N-(3-Aminopropyl)stearamide	0.34564900727220293	0.03893916558723729	0.42544623175368507	0.00968696877315608	0.17642807124093932	0.018711144946043586
151	N-palmitoyl lysine	0.2575567270212547	0.12938834274223793	0.4170760534037421	0.011385195130538484	0.31447365421457824	0.021876264989045147
211	Glutamic acid lineolamide	0.23793974658610803	0.16228787804366154	0.41637831011072035	0.011537499214171222	0.34096376594498434	0.02205344901875437
105	Soyasaponin V	0.2958699637864644	0.07976785950350941	0.41551949641819846	0.01172732846191559	0.2399574134244914	0.02230015308561151
44	Vitamin B5	0.09608985962748291	0.5771962626318267	0.4131406798592624	0.012266997286013168	0.6951064430606878	0.023206123731787796
100	Genistein	0.09961409329228334	0.5632424907404671	0.4117782622180807	0.012585435197158133	0.6867441664510013	0.023686434447984794
282	N2,N2-Dimethyl-N6-oleoyl-DL-lysine	0.2435690722858235	0.1522867455560141	0.41079636376654644	0.012819242442950773	0.33188936513527006	0.02400337743144354
59	Phenylalanylproline	-0.016888866356494055	0.9221198438639704	0.4068225359326252	0.013803313882135857	0.9408824523308082	0.025496606279387022
65	Daidzin	-0.1901561505030637	0.2666352386961138	-0.40673716235845214	0.013825135285008222	0.40269601893610596	0.025496606279387022
133	Octadeca-8,10,12,14,16-pentaenoic acid	0.1212293508781387	0.48123972520259634	0.4071245022754613	0.013726364408144528	0.6195592800473922	0.025496606279387022
222	CPA(18:2(9Z,12Z)/0:0)	0.0418927927068784	0.8083212301347019	0.40428033390752355	0.014465675386977106	0.8776742350870875	0.026544514335102985
293	15-oxo-11Z,13E-eicosadienoate	0.1394882555658739	0.41715277060783346	0.40378991934729924	0.014596481782710538	0.5628495103421871	0.026651287633108298
39	L-Norleucine	0.13602798607476707	0.428914156618728	0.401147727925032	0.015318477517620764	0.5683960481891089	0.02783109529191495
161	8,11,14-Eicosatrienoic acid	0.1581771794685265	0.35684793788091246	0.3997503202028126	0.015712309388437432	0.501774686598831	0.028405997761362257
148	Isoleukotoxin	0.20607483198875154	0.22789196993986252	0.39941840937190864	0.0158070913348564	0.37844503605397983	0.02843726725437401
275	Anandamide (20:3, n-3)	0.10629845509381028	0.5372121784946836	0.397798731983759	0.016276529400366255	0.6593875234366183	0.0291389575118752
311	Anandamide (20:2, n-6)	0.11791293737703491	0.4934040244094085	0.39719036955262255	0.01645584903263841	0.6265718925891105	0.02931697376203057
16	n5-acetyl-l-ornithine	0.2751621608231446	0.10432564852403209	0.3949112903153816	0.017142424567706153	0.27575312131003665	0.03039260780844521
226	Docosatetraenoyl Ethanolamide	0.05139178891728313	0.7659586889691282	0.386414467372613	0.01991722882692398	0.8539472640768448	0.03514241817058221
120	2,2'-[(Dodecylimino)bis(ethyleneoxy)]diethan	0.3190272800713142	0.05789372407412812	0.3850113965527001	0.020409592718095726	0.21036630430896058	0.0358388541987614
344	1-eicosenoyl-glycerol	0.06964838750350354	0.6864825899957643	0.3818620413243386	0.021551754593892043	0.7882320412070823	0.037664256837897044
171	2-[[2-[[6-amino-2-[(2-amino-3-phenylpropanoyl)amino]hexanoyl]amino]-3-hydroxybutanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid	0.17465827980277407	0.30828660642386396	0.3791103005065131	0.022592738762935667	0.4454377344785751	0.039262358855241104
206	4-[[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyl]amino]butanoic acid	0.21772464678353334	0.20209254524295248	0.37860811449639853	0.022787145602633122	0.3565767505007863	0.039262358855241104
225	N-oleoyl glutamine	0.14217705267334538	0.4081404156261365	0.37887460811080204	0.022683808195798297	0.5547686390177485	0.039262358855241104
121	4-[N-benzyl-C-[4-(dimethylamino)phenyl]carbonimidoyl]-N,N-dimethylaniline	-0.023311446175305867	0.8926508992084706	0.37661733617480403	0.023571524358788228	0.9236460149662911	0.04042406280222094
314	N-(3-(Decylamino)propyl)-D-gluconamide	0.03597877889790606	0.8349779927704716	0.37179069239913903	0.025566495392188637	0.8960143957507692	0.04364141306480572
381	Dilinoleoylphosphatidylcholine	-0.12079681946171979	0.48281731360641467	-0.36823888790754183	0.027121949678684948	0.6195592800473922	0.046082201537395256
308	N-Stearoyl GABA	0.11858611815252458	0.49092221183711293	0.36413383520508436	0.02901599718367689	0.6255849018896543	0.04875438718628337
258	Actinonin	0.18197966146925723	0.2881244354829217	0.36397120285349654	0.029093217421787623	0.4246653326194067	0.04875438718628337
375	(Z)-tetracos-15-enamide	-0.29686075484656493	0.07871671126001084	-0.3644419082569576	0.028870181303570303	0.2399574134244914	0.04875438718628337
