	Metabolite	p_Group	p_Hour	p_Interaction	p_Group_adj	p_Hour_adj	p_Interaction_adj
285	Tridecadienoic acid	0.9140917426729421	3.1206764372490196e-06	0.06290176414901656	0.9922199252459547	1.1807095386292681e-05	0.17757651878991598
286	13-Tetradecynoic acid	0.8875037520996707	1.3841257154246026e-06	0.05202602051569435	0.9922199252459547	5.582133379789332e-06	0.15554654470352894
287	4-(2,2,4-Trimethylcyclohex-3-enyl)but-3-en-2-one	0.9090270501796611	5.3898003109056266e-06	0.06716878195869919	0.9922199252459547	1.920443411749869e-05	0.1881751372430733
288	Dodecadienoic acid	0.9133454139457046	3.3751499669110384e-06	0.062186387927259085	0.9922199252459547	1.263959222302399e-05	0.17691786332793863
289	MG(18:1(9Z)/0:0/0:0)	0.6433108512705821	0.3512881546622585	0.5825514313867968	0.9802962639759304	0.40414656037946356	0.6816614287170981
290	(5E,9E)-6,10,14-trimethylpentadeca-1,5,9,13-tetraene	0.6582519677290355	0.34477306872705316	0.6002061979222586	0.9802962639759304	0.40041682348996366	0.6948759452286085
291	N-Methyl-N'-[10-(6-oxo-3-phenylpyridazin-1(6H)-yl)decyl]urea	0.5959436010458885	0.2770299187556612	0.6408857310831433	0.9802962639759304	0.3269131195605391	0.7214879242561766
292	N-palmitoyl methionine	0.5997450498422733	0.09865512995576906	0.24291877516550553	0.9802962639759304	0.1361144086231851	0.3885819012137364
293	15-oxo-11Z,13E-eicosadienoate	0.7260311725484685	0.021717250621410514	0.1717884919654612	0.9802962639759304	0.036393748758254144	0.3121107750065557
294	Oleoyl methyl beta-alanine	0.6160926922718148	0.10560801657597141	0.2525084076444234	0.9802962639759304	0.14354867438289448	0.39526009199405726
295	Heptadecanamide	0.40804110305960606	2.4915160858489506e-11	0.0017748704197790353	0.9802962639759304	2.3445805218117047e-10	0.013180720930845683
296	n-Oleoyl serinol	0.6098686999755832	0.06597758681258904	0.22426570617857133	0.9802962639759304	0.09639583617531301	0.3674719134428333
297	Glycidol oleate	0.7851205613902108	0.40700125749353	0.2933677747303992	0.9802962639759304	0.46101685648186885	0.44125398904121516
298	Oleic acid	0.7432856928138913	0.4183814452294834	0.2835326078303334	0.9802962639759304	0.47099997054975584	0.4299854011311255
299	N-(4-hydroxyphenethyl)oleamide	0.10748730619188948	3.8317735954932126e-11	0.0003660417065946933	0.9802962639759304	3.270374208246533e-10	0.004333461494201692
300	Icosatrienoic acid	0.977078836958458	0.3830415906698582	0.5598161055646147	0.9922199252459547	0.43930082429949363	0.6627500346523019
301	N-Stearoyl Threonine	0.7037955601268616	0.1782587909990312	0.3411671724866102	0.9802962639759304	0.2271311421536888	0.4948946731327508
302	N-Oleoyl methionine	0.6422222985265804	0.12895866171656095	0.2914066310757052	0.9802962639759304	0.1690279601784924	0.4401079572213325
303	8Z-heptadecenoic acid	0.5800315676280134	9.639515538762044e-10	0.005594457767873956	0.9802962639759304	5.996105428348594e-09	0.031622063622996494
304	Octadecanamide	0.40822673468736104	0.00729848811325349	0.057814340602185946	0.9802962639759304	0.013596675825198124	0.16974290400801795
305	N-(2-hydroxyethyl)octadecanamide	0.2392026841347662	6.149143574544177e-09	0.00019053149072133352	0.9802962639759304	3.318728958614284e-08	0.0027714595152531964
306	(2R)-3-methyl-2-[[(Z)-octadec-9-enoyl]amino]butanoic acid	0.570439825290713	0.039636912338841	0.17336563224010249	0.9802962639759304	0.062165584736558324	0.31271432422151446
307	N-Stearoylglycine	0.5480537545060882	0.03523378996000929	0.13650650493315236	0.9802962639759304	0.05671403910229566	0.2812780684798433
308	N-Stearoyl GABA	0.9201776908818395	0.06666317723712287	0.19470341968514304	0.9922199252459547	0.09670113061669602	0.3344787802931003
309	Eruric acid	0.45117534186548913	0.5287247002900735	0.22528932023061987	0.9802962639759304	0.5723951770101975	0.3674719134428333
310	N-palmitoyl phenylalanine	0.5456023193144415	0.0005279452045622484	0.13719012059371105	0.9802962639759304	0.0012581551303528908	0.2812780684798433
311	Anandamide (20:2, n-6)	0.5507441192150312	0.0029151217680965773	0.03531410172574522	0.9802962639759304	0.005910771761831182	0.12341945613440444
312	Oleoyl Ethyl Amide	0.3906658186190677	0.006024052481766166	0.052131403265760386	0.9802962639759304	0.011635932951622015	0.15554654470352894
313	N-palmitoyl leucine	0.5851392739358805	0.012414436972629905	0.17015442808545578	0.9802962639759304	0.022333815534093995	0.3106799756585188
314	N-(3-(Decylamino)propyl)-D-gluconamide	0.31405362279622107	0.0042750350249497705	0.004843299615502356	0.9802962639759304	0.00852683616389438	0.02850850052803869
315	(E,2S)-2-hexyl-5-hydroxyhexadec-3-enoic acid	0.40778850598488514	6.566594384583235e-15	0.0011133960225307017	0.9802962639759304	1.4176118465541455e-13	0.009286735006108352
316	PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))	0.819287278891651	0.485592513226775	0.4820549885838813	0.9802962639759304	0.5303942034351977	0.6100488993458084
317	N-oleoyl phenylalanine	0.43951636797850036	9.037815334571345e-05	0.07009840931003457	0.9802962639759304	0.0002501153548894393	0.1920703572039434
318	Stearoyl sarcosine	0.6427816242143489	0.10938589882847838	0.25761371271935385	0.9802962639759304	0.14759053261048372	0.3989208125232188
319	tert-butyl N-[1-[[1-[(1-cyclohexyl-3-oxopropan-2-yl)amino]-1-oxopropan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]carbamate	0.5107041486554158	0.0002943586532910101	0.11756266325506322	0.9802962639759304	0.0007450319017779359	0.24939593881276415
320	Gama-Tocotrienol	0.26495003947171214	0.00015574199688780149	0.037732364733432146	0.9802962639759304	0.0004082665204130224	0.12822016534416295
321	Methyl retinoate	0.16017752141188912	1.5242427429285234e-05	0.006261475685956427	0.9802962639759304	4.781171680809984e-05	0.03429793398128371
322	N-oleoyl isoleucine (Isoleucine)	0.6232110497182823	0.034723193641707714	0.22505968598786064	0.9802962639759304	0.05613837914760674	0.3674719134428333
323	N-(octylideneamino)dodecanamide	0.2621669851234901	3.605528310528798e-11	0.000419236408707816	0.9802962639759304	3.150544976104926e-10	0.004525287117522602
324	2-[(3S,6R,9S,12S,15R)-3-[(2S)-butan-2-yl]-6,15-bis(2-methylpropyl)-2,5,8,11,14,17-hexaoxo-12-propan-2-yl-19-undecyl-1-oxa-4,7,10,13,16-pentazacyclononadec-9-yl]acetic acid	0.9249123642608453	0.9608664132815053	0.44671011366946434	0.9922199252459547	0.9608664132815053	0.5712286122532871
325	Ethyl dihomo-gamma-linolenate 	0.08349881897522415	1.3534930445416134e-08	0.0003368214515114548	0.9323383181454349	7.199013729663364e-08	0.004120449090156797
326	Methyl alpha-Eleostearate	0.8407682620996465	0.7025134895339463	0.7058680681146793	0.9809644632238368	0.7366355733113095	0.7619876912412087
327	1-(2-chlorobenzyl)-N-[3-(morpholin-4-yl)propyl]piperidine-4-carboxamide	0.9719939172487202	3.5741926005810685e-08	0.1494815933026265	0.9922199252459547	1.7489715792176695e-07	0.2932889034408915
328	Dihydro-alpha-ionone	0.963463226541416	1.8914081155230136e-07	0.09849561692671052	0.9922199252459547	7.978698602263747e-07	0.22863516082449606
329	8-tridecenoic acid	0.9403414225745287	7.098011897510203e-08	0.084186651961299	0.9922199252459547	3.427592587350322e-07	0.21307931910204644
330	gamma-Dodecalactone	0.9534229071355204	1.4910729242769082e-07	0.09905447022096696	0.9922199252459547	6.437926625995592e-07	0.22863516082449606
331	Myristoleic acid	0.9318633157252858	9.910297477319204e-08	0.08835804738745229	0.9922199252459547	4.490221202686602e-07	0.21978740605718305
332	10-(3-octyloxiran-2-yl)decanoic acid	0.6018022367441278	5.035779358745852e-09	0.5112707217505973	0.9802962639759304	2.800198522211709e-08	0.6317722386615126
333	TG(18:3(9Z,12Z,15Z)	0.6323809489754006	0.6033573749600656	0.6744603824537869	0.9802962639759304	0.645574800613248	0.741098683714191
334	 N-acylsphingosine	0.8517778313720563	0.17341902734773418	0.9900915934820326	0.9861276470458823	0.2217588259115625	0.9900915934820326
335	cis-11-Eicosenamide	0.6690715173960623	0.0003817927892655228	0.7931053521761853	0.9802962639759304	0.0009279334679499791	0.8364070811743103
336	1-Stearoyl-rac-glycerol	0.7346884781797138	0.29838985337611246	0.819961633189456	0.9802962639759304	0.34875501971029704	0.8524813580184997
337	Glycidol stearate	0.7187443106543818	0.29423268365049204	0.8148048007073937	0.9802962639759304	0.34499487188412326	0.8519468998849387
338	(5Z,8Z,11Z,14Z)-icosatetraen-1-ol	0.5399522576449389	1.5167813416421095e-14	0.0026956058840445067	0.9802962639759304	3.092548624348079e-13	0.017665845704363106
339	Icosadienoic acid	0.6266679078274107	9.197054928318387e-11	0.012037812637360227	0.9802962639759304	7.1815301248784e-10	0.05658496730600541
340	(5E,9E,13E,17E)-6,10,14,18,22-pentamethyltricosa-5,9,13,17,21-pentaen-1-yne	0.4961268344890605	0.8781781486894756	0.7043599169845858	0.9802962639759304	0.8952538349139931	0.7619876912412087
341	N-(2-Phenylethyl)hexadecanamide	0.21003600366766606	0.00030659583306605624	0.02222285474452201	0.9802962639759304	0.0007654467396955283	0.08962404056307229
342	(9E)-tetradeca-9,11-dienoic acid	0.9018032071814426	0.9415187925808421	0.6631304538374674	0.9922199252459547	0.9440912482982762	0.7374814441162137
343	Ethyl linolenate	0.8666430233411465	0.9123376232179069	0.6237182513971963	0.9922199252459547	0.9198568893433292	0.710883845536556
344	1-eicosenoyl-glycerol	0.6491783684642441	0.17885803837170589	0.9724100755879418	0.9802962639759304	0.2271311421536888	0.977738349974725
345	N-ethyloctadecanamide	0.2581400525426041	0.001479265290302262	0.024595645147617022	0.9802962639759304	0.003174797435911872	0.09501686072816261
346	Ercalcitriol	0.8752552623151866	2.6985371518203563e-08	0.7288661978843305	0.9922199252459547	1.356661828380919e-07	0.7821458907121325
347	Methyl lineoleate	0.8629388137460342	0.20695075855062994	0.8518303322489553	0.9922199252459547	0.2609997539109319	0.8781509324027151
348	Erucamide						
349	N-stearoyl phenylalanine	0.5599614332678817	0.009797219991173048	0.16472990004711818	0.9802962639759304	0.017888456401793575	0.3037983583783536
350	N-Stearoyl-L-leucine	0.6003169311948577	0.05787945340173793	0.21206337977107004	0.9802962639759304	0.08634861544080415	0.35537561815517216
351	Palmitic acid	0.9399053300835823	0.8158788359677632	0.6671991975492664	0.9922199252459547	0.8449378801325378	0.7397646691860446
352	Linoleyl alcohol	0.16810214562433756	7.318649277465965e-33	2.741271502929774e-05	0.9802962639759304	2.6859442848300094e-30	0.0005589148008751261
353	Ethyl palmitoleate	0.6849254964516066	0.00010959162065402659	0.42674360882179696	0.9802962639759304	0.00029792685022242784	0.5553720015517712
354	1-tridecanoyl-sn-glycero-3-phosphocholine	0.19263844004203357	0.1667256516964314	0.07673198503906405	0.9802962639759304	0.21469583920207128	0.1995519353192121
355	Phthalic acid	0.04399912892918491	0.35001952420748195	0.04430161437456111	0.8680972185363263	0.40395335026460966	0.14137993456925152
356	8,11,14-Eicosatrien-1-ol	0.5950866159567719	3.6769425866881777e-16	0.004090889996086924	0.9802962639759304	1.2267617539223284e-14	0.025446722518032226
357	Gondoic Acid	0.6856808114507345	1.0763858022226344e-13	0.00999755815034114	0.9802962639759304	1.99292125301663e-12	0.04958248434020539
358	Icosanamide	0.5150777689563903	5.619137841003839e-10	0.03580194478431741	0.9802962639759304	3.617936118681419e-09	0.12341945613440444
359	ethyl undec-9-enoate	0.7724910661376269	0.4316672651393906	0.6075016905709322	0.9802962639759304	0.4786159707134633	0.6989126032587214
360	Linolelaidic acid (Mandenol)	0.8138954924792106	0.42099058411267276	0.6385444387732263	0.9802962639759304	0.47104739136997226	0.7210640277839202
361	but-2-ynyl dodecanoate	0.8061032078438972	0.42025645905639597	0.6303831955850501	0.9802962639759304	0.47104739136997226	0.7140451629003499
362	2-but-1-en-3-ynyl-1,3,3-trimethylcyclohexene	0.8419722232030207	0.4267352764357285	0.6868559570813308	0.9809644632238368	0.4760238493979099	0.7524660783547714
363	(Z)-2,3-di(icosyl)but-2-enediamide	0.04601661847937829	0.7923980271306661	0.3123156117152487	0.8680972185363263	0.8261649885140752	0.4640478927105112
364	Ethyl pentadecanoate	0.9797129017533962	0.5227489587212024	0.8192673934235661	0.9922199252459547	0.5676002007416606	0.8524813580184997
365	N-phenethyloctadecanamide	0.21586260650368505	0.002500124408619307	0.03253179466408512	0.9802962639759304	0.005125953396442937	0.11952648077636095
366	PE(18:3(9Z,12Z,15Z)	0.22133945458770754	0.00027101872619766	0.3006838040528951	0.9802962639759304	0.0006907213369065361	0.45041206566290815
367	Methyl oleate	0.9410493376953118	0.05865107119029754	0.8340076680766494	0.9922199252459547	0.0871455187321425	0.8621994765750151
368	Lauric anhydride	0.974915484450919	0.9074116511316848	0.6609930678254554	0.9922199252459547	0.9174106775904362	0.7374814441162137
369	Docosanoyl Ethanolamide	0.04693490325802226	1.374566704612171e-12	5.415467944806562e-07	0.8680972185363263	2.0178639223706668e-11	5.2941708108629824e-05
370	Stearic acid	0.8120037663350562	0.8189771137317388	0.5762944302756169	0.9802962639759304	0.8449378801325378	0.6780945536975325
371	Ethyl oleate	0.8385161621878989	0.2767782520817542	0.627744726623519	0.9809644632238368	0.3269131195605391	0.713257940157373
372	PC(34:1) (Phosphatidylcholine)	0.07161924800138936	0.03349032654272996	0.1327310647697355	0.9063539316037894	0.05438473381053936	0.2752107388163442
373	Lecithin	0.21563302881832214	1.2829667018736135e-05	0.07512711336420896	0.9802962639759304	4.12419632364085e-05	0.19835719859471002
374	 Docosanamide	0.21578058285212498	2.773234115175603e-11	0.012334597777875838	0.9802962639759304	2.4823827323645035e-10	0.05658496730600541
375	(Z)-tetracos-15-enamide	0.0023438686475688304	0.39193975621287624	0.0966019460610676	0.17203995873155215	0.44671394574573164	0.22581474015548925
376	N-(hexadecanoyl)-1beta-glucosyl-4E,14Z-sphingadienine	0.38786495315734004	0.6309295051595443	0.6896283958764624	0.9802962639759304	0.6692229144322334	0.7532548252579218
377	1-(4-Methoxyphenyl)icosane-1,3-dione	0.8366913579103534	0.890887408099889	0.671635104784245	0.9809644632238368	0.9037469443412559	0.7402104608282821
378	Didecanoylphosphatidic acid	0.3640249384034764	3.0333045681364483e-09	0.09242557482040883	0.9802962639759304	1.7670202801683753e-08	0.21978740605718305
379	 Ethyl stearate	0.9373930453682339	0.3852459406555746	0.7059286512861334	0.9922199252459547	0.44045252405170054	0.7619876912412087
380	1-tridecanoyl-2-octadecanoyl-glycero-3-phosphate	0.916271020698991	0.12024239340390049	0.07457587591042542	0.9922199252459547	0.15873726035694777	0.19835719859471002
381	Dilinoleoylphosphatidylcholine	0.3793648920426381	0.09212567481319006	0.5496502359579363	0.9802962639759304	0.12855559945414735	0.6533138066753766
382	Tetracosanamide	0.16826413849147404	1.1284664621656075e-12	0.0022034961161294217	0.9802962639759304	1.7256132983949084e-11	0.01524890340503644
383	DL-alpha-Tocopherol	0.42944770617752503	0.6353704947717276	0.4011994988264094	0.9802962639759304	0.671991272568369	0.5433218305139935
384	2-Ethyl-6-methylcyclohexa-2,5-diene-1,4-dione	0.4887824455661438	0.5375819500141574	0.4644491033528826	0.9802962639759304	0.5802722813388111	0.5898021485484704
385	Campest-4-en-3-one	0.4331998235969865	0.459988827609473	0.46008734416696173	0.9802962639759304	0.5069546538518817	0.5862918587127602
386	2,5,7,8-tetramethyl-2-[(E)-4,8,12-trimethyltridec-3-enyl]-3,4-dihydrochromen-1-ium-6-ol	0.4611336545929533	0.9189949355090536	0.4144137157165805	0.9802962639759304	0.9240305241967744	0.5470857326186512
387	Ethylene dioleamide	0.08383423569155136	5.084041403978719e-10	3.4302358203903745e-05	0.9323383181454349	3.33186284867891e-09	0.0006625771295175092
