Eigvals	41
0.14745627790020216	0.03989276364928467	0.007884055814016612	0.004851700365498097	0.0034905791006460034	0.0016071085319259576	0.001394429489017507	0.0010218510503948843	0.0007982499525153635	0.0006603703234570957	0.0002837713799769218	0.00021091019783136492	0.00013154631171151572	8.148296124231395e-05	6.956932955822382e-05	5.58385904167796e-05	4.673848397356711e-05	3.4609752510279465e-05	1.766368586409231e-05	7.5212958431993625e-06	5.2637275224062e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	41
0.7021650551956646	0.18996345892214583	0.037542711403317504	0.023103081831744286	0.016621623044959375	0.0076528138855434	0.006640067639474154	0.004865904045725869	0.003801148584173766	0.0031445861188334986	0.001351277473715292	0.0010043232666012238	0.0006264041418854768	0.00038800984802381976	0.0003312788904263305	0.00026589513502152764	0.00022256176980998138	0.00016480653877711473	8.41118678454195e-05	3.581530190567602e-05	2.506509440585996e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	41	41
C1-12H	-0.12640542959560472	0.02913265892990381	0.01928138465619082	-0.010136358515152944	-0.009313762009319281	-0.0023611109633375573	-0.0030849181059883885	0.0006892314372484169	-0.0010245815213528664	-0.000987419502425446	0.0026528987474213777	-0.0020733141633051903	-0.0006797557651343944	-1.586386299275694e-05	0.00047046712773104636	-0.0018967355550271146	0.0002630400043018298	-0.0011072200829042437	0.0007174351754381014	0.0011815436723169378	-0.0006312064540773035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-24H	-0.03935957659760163	0.027162810352293395	-0.002189098724678568	0.011763197185925318	0.0008753431746928393	-0.00507475899297252	-0.010723090080046137	-0.0026743366414019643	0.0007158825529960326	0.005244207314548739	-0.001018408895861486	-0.0005273957862915388	-0.0016586923730340893	0.002785037358550611	0.0016599650897969624	0.0012962419697859675	-0.0010286442275168042	0.001304366771749153	0.00012640594847677103	4.5993402060900156e-06	3.3683281678233875e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-36H	-0.006871750887844489	-0.008233747023170236	-0.004411445733857933	-0.00561284431825689	0.008894781068078166	-0.010608786091834658	0.0019645594665758806	0.0019373448571581861	0.00718112744249838	0.0026640657434149418	0.0016478187430240163	0.001091958017364797	-0.0005415478931823586	-0.0016234546827482033	0.00037568710051942285	-0.0001825937959882844	0.002111958758585329	0.000899281669729702	-0.0006844000450326168	0.00017533081685735372	-8.093991141874928e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-48H	0.055553049446806245	0.05090745488909536	-0.00497711103014535	-0.019923559829202256	0.012923459680827917	-0.00021963390215458796	-0.0002330929690697122	0.002756988584092957	0.00875541037775243	-0.004354115711176572	0.002162627946480288	-7.601509516710798e-05	-0.001692381688226529	6.413802456899904e-05	0.00024081973769844072	0.0006114889624227415	-8.626250488335972e-05	0.00026396373739271447	3.6262247764922005e-06	-1.9430200330567632e-07	-4.262688663894219e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-60H	0.02870720457764735	0.0017125595301977002	-0.01299520610014868	-0.01001724693938561	-0.011172525961720397	1.9342126361441295e-05	0.0027072857729099928	-0.003555497573965145	0.00280875116257237	0.004663209357811984	-0.0013170921986541025	0.000964867002436493	-0.0029663544772749535	0.0018509845397369732	-0.0013811957108004335	0.0010301598767667186	0.00012956793038689616	-0.0016846536718355043	-0.000761718058732692	0.0002415380206563806	-0.00014955599488447897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-72H	0.05568337067754701	0.012424490090194919	-0.02121207145471389	-0.02418592980563742	0.009655709292238263	0.014037854308161134	-0.005491549838773607	-0.0035775476991858584	-0.009913157619568387	0.0060351354117202565	-0.0010363809081362157	0.0005850753024388085	0.0011585994850466998	-0.0010854857571343918	-0.0001394189027046344	-0.0004937903604545078	-0.0002422214403791007	0.00015020078070820904	-2.751519682069054e-05	2.9247440651155643e-05	0.00011679986998933124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2-0H	-0.03613209748616647	0.025252398722256392	-0.016811325926918523	0.02191904735158355	0.014295177585813364	0.004308276369512223	0.0067420071518569085	-0.008802709659666157	0.0021833455637756	-0.007982529342584279	0.002200669875305001	0.0034754592148865653	0.0010153593690634265	-0.0003178800402134582	-0.00034636965450534615	-0.001066959752833365	-0.0008738268348619959	0.00034780062125697094	-8.940013452634586e-05	0.00021735817163136127	0.0001241573816181504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2-12H	-0.11567101779162225	0.027601857065264537	0.019087671006368084	-0.007172800669556721	-0.00666751201014618	-0.000823936199808226	-1.1513585164276209e-05	0.0012332423234110667	-0.00043934184001520073	0.0010377253220300367	-0.004296704812203268	0.002146222094053558	0.0020325705890366415	2.1225835072889877e-05	-0.0003861777920266929	0.0022096216375643465	-0.0006461289865764126	0.0005508539481555837	-0.0007062460076647771	-0.0002639746402813259	-0.0010448956645270025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2-24H	-0.043903521950433504	0.012078726467210145	0.01367921552497669	0.0005367754423093388	0.012672973397510192	0.013207476382202703	0.0068197685348807425	0.0013322597244526681	0.0004365469801136319	0.00047227659748618514	0.002459076870229836	-0.0053809878955472235	-0.0004242083499618263	-0.00041328345044059045	0.0010440125731703128	0.00031662644574721694	0.0005353077209472694	-6.252510872394323e-05	0.00025802389142650446	-1.2214607752626378e-05	-7.800710038755685e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C2-36H	-0.0018775706244348836	0.0014106691741148116	-0.009818813856120837	-0.00315444559459824	0.0035645693676412	-0.007222461679795839	0.0008932110410326693	-0.0025046060427809515	-0.00018307133330699483	-0.005383094786705436	-0.0005452770926441408	-0.0023684558809208608	0.0005414962603169954	0.00043367762208777505	0.00036941334314738954	0.0018437733188164946	0.0016104919932059213	-0.0021774726914371135	-0.0011966921269432255	-0.00010975057049397706	0.0001883673892625424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
